14/08/23,03:40:26,+00027E-01
14/08/23,03:40:26,+00027E-01
14/08/23,03:40:27,+00027E-01
14/08/23,03:40:27,+00027E-01
14/08/23,03:40:28,+00027E-01
14/08/23,03:40:29,+00027E-01
14/08/23,03:40:29,+00028E-01
14/08/23,03:40:30,+00030E-01
14/08/23,03:40:30,+00030E-01
14/08/23,03:40:31,+00028E-01
14/08/23,03:40:31,+00028E-01
14/08/23,03:40:32,+00028E-01
14/08/23,03:40:32,+00028E-01
14/08/23,03:40:33,+00028E-01
14/08/23,03:40:34,+00028E-01
14/08/23,03:40:34,+00028E-01
14/08/23,03:40:35,+00027E-01
14/08/23,03:40:35,+00027E-01
14/08/23,03:40:36,+00027E-01
14/08/23,03:40:37,+00027E-01
14/08/23,03:40:37,+00028E-01
14/08/23,03:40:38,+00027E-01
14/08/23,03:40:38,+00027E-01
14/08/23,03:40:39,+00027E-01
14/08/23,03:40:39,+00027E-01
14/08/23,03:40:40,+00028E-01
14/08/23,03:40:40,+00028E-01
14/08/23,03:40:41,+00030E-01
14/08/23,03:40:41,+00030E-01
14/08/23,03:40:42,+00027E-01
14/08/23,03:40:42,+00027E-01
14/08/23,03:40:43,+00027E-01
14/08/23,03:40:44,+00027E-01
14/08/23,03:40:44,+00027E-01
14/08/23,03:40:45,+00028E-01
14/08/23,03:40:45,+00028E-01
14/08/23,03:40:46,+00028E-01
14/08/23,03:40:47,+00028E-01
14/08/23,03:40:47,+00029E-01
14/08/23,03:40:48,+00027E-01
14/08/23,03:40:48,+00027E-01
14/08/23,03:40:49,+00027E-01
14/08/23,03:40:49,+00027E-01
14/08/23,03:40:50,+00027E-01
14/08/23,03:40:50,+00027E-01
14/08/23,03:40:51,+00029E-01
14/08/23,03:40:51,+00029E-01
14/08/23,03:40:52,+00029E-01
14/08/23,03:40:52,+00029E-01
14/08/23,03:40:53,+00028E-01
14/08/23,03:40:54,+00028E-01
14/08/23,03:40:54,+00028E-01
14/08/23,03:40:55,+00028E-01
14/08/23,03:40:55,+00028E-01
14/08/23,03:40:56,+00028E-01
14/08/23,03:40:57,+00028E-01
14/08/23,03:40:57,+00028E-01
14/08/23,03:40:58,+00032E-01
14/08/23,03:40:58,+00032E-01
14/08/23,03:40:59,+00028E-01
14/08/23,03:40:59,+00028E-01
14/08/23,03:41:00,+00027E-01
14/08/23,03:41:00,+00027E-01
14/08/23,03:41:01,+00027E-01
14/08/23,03:41:01,+00027E-01
14/08/23,03:41:02,+00028E-01
14/08/23,03:41:02,+00028E-01
14/08/23,03:41:03,+00027E-01
14/08/23,03:41:04,+00028E-01
14/08/23,03:41:04,+00028E-01
14/08/23,03:41:05,+00027E-01
14/08/23,03:41:05,+00027E-01
14/08/23,03:41:06,+00038E-01
14/08/23,03:41:07,+00038E-01
14/08/23,03:41:07,+00040E-01
14/08/23,03:41:08,+00041E-01
14/08/23,03:41:08,+00041E-01
14/08/23,03:41:09,+00056E-01
14/08/23,03:41:09,+00056E-01
14/08/23,03:41:10,+00053E-01
14/08/23,03:41:10,+00053E-01
14/08/23,03:41:11,+00054E-01
14/08/23,03:41:11,+00054E-01
14/08/23,03:41:12,+00053E-01
14/08/23,03:41:12,+00053E-01
14/08/23,03:41:13,+00054E-01
14/08/23,03:41:14,+00052E-01
14/08/23,03:41:14,+00052E-01
14/08/23,03:41:15,+00054E-01
14/08/23,03:41:15,+00054E-01
14/08/23,03:41:16,+00048E-01
14/08/23,03:41:17,+00048E-01
14/08/23,03:41:17,+00050E-01
14/08/23,03:41:18,+00052E-01
14/08/23,03:41:18,+00052E-01
14/08/23,03:41:19,+00051E-01
14/08/23,03:41:19,+00051E-01
14/08/23,03:41:20,+00050E-01
14/08/23,03:41:20,+00050E-01
14/08/23,03:41:21,+00052E-01
14/08/23,03:41:21,+00052E-01
14/08/23,03:41:22,+00053E-01
14/08/23,03:41:23,+00053E-01
14/08/23,03:41:23,+00050E-01
14/08/23,03:41:24,+00053E-01
14/08/23,03:41:24,+00053E-01
14/08/23,03:41:25,+00053E-01
14/08/23,03:41:25,+00053E-01
14/08/23,03:41:26,+00055E-01
14/08/23,03:41:27,+00055E-01
14/08/23,03:41:27,+00054E-01
14/08/23,03:41:28,+00053E-01
14/08/23,03:41:28,+00053E-01
14/08/23,03:41:29,+00045E-01
14/08/23,03:41:29,+00045E-01
14/08/23,03:41:30,+00058E-01
14/08/23,03:41:30,+00058E-01
14/08/23,03:41:31,+00059E-01
14/08/23,03:41:31,+00059E-01
14/08/23,03:41:32,+00040E-01
14/08/23,03:41:32,+00040E-01
14/08/23,03:41:33,+00042E-01
14/08/23,03:41:34,+00040E-01
14/08/23,03:41:34,+00040E-01
14/08/23,03:41:35,+00058E-01
14/08/23,03:41:35,+00058E-01
14/08/23,03:41:36,+00059E-01
14/08/23,03:41:37,+00059E-01
14/08/23,03:41:37,+00060E-01
14/08/23,03:41:38,+00056E-01
14/08/23,03:41:38,+00056E-01
14/08/23,03:41:39,+00040E-01
14/08/23,03:41:39,+00040E-01
14/08/23,03:41:40,+00041E-01
14/08/23,03:41:40,+00041E-01
14/08/23,03:41:41,+00055E-01
14/08/23,03:41:41,+00055E-01
14/08/23,03:41:42,+00058E-01
14/08/23,03:41:43,+00058E-01
14/08/23,03:41:43,+00061E-01
14/08/23,03:41:44,+00060E-01
14/08/23,03:41:44,+00060E-01
14/08/23,03:41:45,+00056E-01
14/08/23,03:41:45,+00056E-01
14/08/23,03:41:46,+00044E-01
14/08/23,03:41:47,+00044E-01
14/08/23,03:41:47,+00043E-01
14/08/23,03:41:48,+00058E-01
14/08/23,03:41:48,+00058E-01
14/08/23,03:41:49,+00053E-01
14/08/23,03:41:49,+00053E-01
14/08/23,03:41:50,+00041E-01
14/08/23,03:41:50,+00041E-01
14/08/23,03:41:51,+00056E-01
14/08/23,03:41:51,+00056E-01
14/08/23,03:41:52,+00058E-01
14/08/23,03:41:53,+00058E-01
14/08/23,03:41:53,+00058E-01
14/08/23,03:41:54,+00060E-01
14/08/23,03:41:54,+00060E-01
14/08/23,03:41:55,+00043E-01
14/08/23,03:41:55,+00043E-01
14/08/23,03:41:56,+00053E-01
14/08/23,03:41:57,+00053E-01
14/08/23,03:41:57,+00059E-01
14/08/23,03:41:58,+00058E-01
14/08/23,03:41:58,+00058E-01
14/08/23,03:41:59,+00058E-01
14/08/23,03:41:59,+00058E-01
14/08/23,03:42:00,+00059E-01
14/08/23,03:42:00,+00059E-01
14/08/23,03:42:01,+00057E-01
14/08/23,03:42:01,+00057E-01
14/08/23,03:42:02,+00046E-01
14/08/23,03:42:03,+00046E-01
14/08/23,03:42:03,+00039E-01
14/08/23,03:42:04,+00042E-01
14/08/23,03:42:04,+00042E-01
14/08/23,03:42:05,+00059E-01
14/08/23,03:42:05,+00059E-01
14/08/23,03:42:06,+00059E-01
14/08/23,03:42:07,+00059E-01
14/08/23,03:42:07,+00054E-01
14/08/23,03:42:08,+00040E-01
14/08/23,03:42:08,+00040E-01
14/08/23,03:42:09,+00044E-01
14/08/23,03:42:09,+00044E-01
14/08/23,03:42:10,+00059E-01
14/08/23,03:42:10,+00059E-01
14/08/23,03:42:11,+00062E-01
14/08/23,03:42:11,+00062E-01
14/08/23,03:42:12,+00059E-01
14/08/23,03:42:12,+00059E-01
14/08/23,03:42:13,+00058E-01
14/08/23,03:42:14,+00058E-01
14/08/23,03:42:14,+00058E-01
14/08/23,03:42:15,+00052E-01
14/08/23,03:42:15,+00052E-01
14/08/23,03:42:16,+00042E-01
14/08/23,03:42:17,+00042E-01
14/08/23,03:42:17,+00059E-01
14/08/23,03:42:18,+00057E-01
14/08/23,03:42:18,+00057E-01
14/08/23,03:42:19,+00053E-01
14/08/23,03:42:19,+00053E-01
14/08/23,03:42:20,+00039E-01
14/08/23,03:42:20,+00039E-01
14/08/23,03:42:21,+00043E-01
14/08/23,03:42:21,+00043E-01
14/08/23,03:42:22,+00062E-01
14/08/23,03:42:22,+00062E-01
14/08/23,03:42:23,+00059E-01
14/08/23,03:42:24,+00058E-01
14/08/23,03:42:24,+00058E-01
14/08/23,03:42:25,+00054E-01
14/08/23,03:42:25,+00054E-01
14/08/23,03:42:26,+00043E-01
14/08/23,03:42:27,+00043E-01
14/08/23,03:42:27,+00056E-01
14/08/23,03:42:28,+00060E-01
14/08/23,03:42:28,+00060E-01
14/08/23,03:42:29,+00044E-01
14/08/23,03:42:29,+00044E-01
14/08/23,03:42:30,+00058E-01
14/08/23,03:42:30,+00058E-01
14/08/23,03:42:31,+00060E-01
14/08/23,03:42:31,+00060E-01
14/08/23,03:42:32,+00059E-01
14/08/23,03:42:32,+00059E-01
14/08/23,03:42:33,+00059E-01
14/08/23,03:42:34,+00045E-01
14/08/23,03:42:34,+00045E-01
14/08/23,03:42:35,+00045E-01
14/08/23,03:42:35,+00045E-01
14/08/23,03:42:36,+00048E-01
14/08/23,03:42:37,+00048E-01
14/08/23,03:42:37,+00060E-01
14/08/23,03:42:38,+00059E-01
14/08/23,03:42:38,+00059E-01
14/08/23,03:42:39,+00059E-01
14/08/23,03:42:39,+00059E-01
14/08/23,03:42:40,+00052E-01
14/08/23,03:42:40,+00052E-01
14/08/23,03:42:41,+00040E-01
