21/08/23,04:13:07,+00027E-01
21/08/23,04:13:07,+00027E-01
21/08/23,04:13:08,+00027E-01
21/08/23,04:13:08,+00027E-01
21/08/23,04:13:09,+00027E-01
21/08/23,04:13:09,+00027E-01
21/08/23,04:13:10,+00027E-01
21/08/23,04:13:11,+00030E-01
21/08/23,04:13:11,+00030E-01
21/08/23,04:13:12,+00027E-01
21/08/23,04:13:12,+00027E-01
21/08/23,04:13:13,+00027E-01
21/08/23,04:13:13,+00027E-01
21/08/23,04:13:14,+00027E-01
21/08/23,04:13:14,+00027E-01
21/08/23,04:13:15,+00027E-01
21/08/23,04:13:15,+00027E-01
21/08/23,04:13:16,+00027E-01
21/08/23,04:13:17,+00027E-01
21/08/23,04:13:17,+00027E-01
21/08/23,04:13:18,+00027E-01
21/08/23,04:13:18,+00027E-01
21/08/23,04:13:19,+00027E-01
21/08/23,04:13:19,+00027E-01
21/08/23,04:13:20,+00027E-01
21/08/23,04:13:20,+00028E-01
21/08/23,04:13:21,+00028E-01
21/08/23,04:13:22,+00029E-01
21/08/23,04:13:22,+00029E-01
21/08/23,04:13:23,+00027E-01
21/08/23,04:13:23,+00027E-01
21/08/23,04:13:24,+00027E-01
21/08/23,04:13:24,+00027E-01
21/08/23,04:13:25,+00027E-01
21/08/23,04:13:25,+00027E-01
21/08/23,04:13:26,+00027E-01
21/08/23,04:13:27,+00040E-01
21/08/23,04:13:27,+00040E-01
21/08/23,04:13:28,+00044E-01
21/08/23,04:13:28,+00044E-01
21/08/23,04:13:29,+00052E-01
21/08/23,04:13:29,+00052E-01
21/08/23,04:13:30,+00051E-01
21/08/23,04:13:30,+00057E-01
21/08/23,04:13:31,+00057E-01
21/08/23,04:13:32,+00057E-01
21/08/23,04:13:32,+00057E-01
21/08/23,04:13:33,+00058E-01
21/08/23,04:13:33,+00058E-01
21/08/23,04:13:34,+00039E-01
21/08/23,04:13:34,+00039E-01
21/08/23,04:13:35,+00039E-01
21/08/23,04:13:35,+00039E-01
21/08/23,04:13:36,+00039E-01
21/08/23,04:13:37,+00057E-01
21/08/23,04:13:37,+00057E-01
21/08/23,04:13:38,+00057E-01
21/08/23,04:13:38,+00057E-01
21/08/23,04:13:39,+00048E-01
21/08/23,04:13:39,+00048E-01
21/08/23,04:13:40,+00058E-01
21/08/23,04:13:40,+00049E-01
21/08/23,04:13:41,+00049E-01
21/08/23,04:13:42,+00058E-01
21/08/23,04:13:42,+00058E-01
21/08/23,04:13:43,+00046E-01
21/08/23,04:13:43,+00046E-01
21/08/23,04:13:44,+00058E-01
21/08/23,04:13:44,+00058E-01
21/08/23,04:13:45,+00060E-01
21/08/23,04:13:45,+00060E-01
21/08/23,04:13:46,+00051E-01
21/08/23,04:13:47,+00059E-01
21/08/23,04:13:47,+00059E-01
21/08/23,04:13:48,+00057E-01
21/08/23,04:13:48,+00057E-01
21/08/23,04:13:49,+00059E-01
21/08/23,04:13:49,+00059E-01
21/08/23,04:13:50,+00056E-01
21/08/23,04:13:50,+00040E-01
21/08/23,04:13:51,+00040E-01
21/08/23,04:13:52,+00032E-01
21/08/23,04:13:52,+00032E-01
21/08/23,04:13:53,+00039E-01
